,carat,cut,color,clarity,depth,table,price,x,y,z
720,0.28,Very Good,D,VS1,62.2,61.0,452,4.13,4.16,2.58
721,0.3,Premium,G,SI2,62.7,55.0,452,4.29,4.26,2.68
722,0.31,Ideal,I,VS2,62.1,54.0,452,4.35,4.38,2.71
723,0.31,Ideal,I,VS2,61.6,57.0,452,4.36,4.4,2.7
724,0.31,Ideal,I,VS2,61.6,55.0,452,4.37,4.4,2.7
725,0.31,Ideal,I,VS2,61.4,55.0,452,4.35,4.41,2.69
726,0.31,Ideal,I,VS2,61.0,57.0,452,4.37,4.38,2.67
727,0.31,Ideal,I,VS2,62.0,54.0,452,4.37,4.4,2.72
728,0.31,Ideal,I,VS2,62.3,54.0,452,4.37,4.4,2.73
729,0.31,Ideal,I,VS2,61.6,55.0,452,4.38,4.42,2.71
730,0.25,Ideal,D,SI1,61.5,55.0,452,4.09,4.14,2.52
731,0.23,Good,D,VVS2,61.8,65.0,452,3.9,3.93,2.42
732,0.43,Premium,H,I1,62.0,59.0,452,4.78,4.83,2.98
733,0.26,Very Good,E,VS2,62.1,56.0,452,4.11,4.13,2.56
734,0.26,Ideal,F,VS1,60.9,57.0,452,4.11,4.13,2.51
735,0.26,Very Good,E,VS2,60.4,58.0,452,4.15,4.19,2.52
736,0.26,Ideal,D,VS1,62.0,55.0,452,4.1,4.12,2.55
737,0.26,Premium,F,VS1,59.5,58.0,452,4.18,4.22,2.5
738,0.26,Premium,E,VS1,60.1,60.0,452,4.1,4.15,2.48
739,0.26,Ideal,F,VS1,62.3,56.0,452,4.08,4.1,2.55
740,0.26,Ideal,E,VS1,61.8,55.0,452,4.09,4.13,2.54
741,0.26,Premium,E,VS1,61.9,58.0,452,4.1,4.11,2.54
742,0.3,Very Good,I,VS2,60.5,55.0,453,4.34,4.37,2.63
743,0.26,Very Good,E,VS2,59.2,58.0,453,4.18,4.2,2.48
744,0.26,Very Good,E,VS2,63.2,56.0,453,4.06,4.1,2.58
745,0.26,Very Good,F,VS2,58.7,59.0,453,4.14,4.27,2.47
746,0.26,Very Good,F,VS2,59.0,59.0,453,4.19,4.25,2.49
747,0.26,Very Good,F,VS2,62.4,58.0,453,4.06,4.08,2.54
748,0.26,Very Good,F,VS2,62.9,59.0,453,4.04,4.07,2.55
749,0.26,Very Good,F,VS1,59.5,58.0,453,4.18,4.23,2.5
750,0.26,Very Good,F,VS1,61.7,58.0,453,4.1,4.14,2.54
751,0.26,Very Good,F,VS1,60.5,59.0,453,4.12,4.18,2.51
752,0.26,Very Good,E,VS1,63.0,59.0,453,4.03,4.06,2.55
753,0.26,Very Good,E,VS1,60.7,59.0,453,4.09,4.12,2.49
754,0.31,Ideal,J,VVS2,62.2,54.0,453,4.36,4.39,2.72
755,0.31,Ideal,J,VVS2,61.8,54.0,453,4.38,4.39,2.71
756,0.26,Ideal,F,VS2,62.1,57.0,453,4.06,4.12,2.54
757,0.33,Ideal,G,SI1,61.8,54.0,453,4.46,4.5,2.77
758,0.28,Ideal,F,SI1,62.3,54.0,453,4.21,4.23,2.63
759,0.26,Good,F,VS1,58.0,58.0,453,4.2,4.25,2.45
760,0.31,Premium,J,SI1,59.4,62.0,453,4.43,4.39,2.62
761,0.31,Premium,J,SI1,58.1,62.0,453,4.47,4.44,2.59
762,0.3,Ideal,H,VS2,61.7,57.0,454,4.28,4.32,2.65
763,0.3,Ideal,H,VS2,61.4,57.0,454,4.33,4.36,2.67
764,0.3,Ideal,I,VS1,61.5,58.0,454,4.28,4.31,2.64
765,0.25,Ideal,G,VS1,62.7,56.0,454,4.01,4.04,2.52
766,0.25,Ideal,G,VS1,62.5,55.0,454,4.0,4.02,2.51
767,0.34,Ideal,E,SI2,62.4,54.0,454,4.49,4.52,2.81
768,0.34,Ideal,E,SI2,61.3,55.0,454,4.49,4.52,2.76
769,0.34,Ideal,E,SI2,61.4,55.0,454,4.5,4.52,2.77
770,0.32,Ideal,D,SI2,61.7,55.0,454,4.39,4.42,2.72
771,0.37,Premium,J,VS2,60.7,60.0,454,4.65,4.68,2.83
772,0.37,Premium,J,VS2,61.1,60.0,454,4.6,4.63,2.82
773,0.35,Good,E,SI2,64.0,55.0,454,4.45,4.49,2.86
774,0.25,Very Good,I,VVS2,61.6,56.0,455,4.06,4.09,2.51
775,0.28,Ideal,G,SI1,61.2,54.0,455,4.22,4.27,2.6
776,0.26,Ideal,F,VS2,62.1,54.0,456,4.09,4.12,2.55
777,0.26,Ideal,F,VS2,62.3,56.0,456,4.1,4.12,2.56
778,0.33,Ideal,J,VS1,61.9,54.3,456,4.45,4.47,2.76
779,0.26,Ideal,G,VS1,62.1,54.0,456,4.1,4.14,2.56
780,0.26,Ideal,G,VS1,61.4,56.0,456,4.12,4.16,2.54
781,0.32,Ideal,E,SI2,61.3,56.0,456,4.42,4.45,2.72
782,0.33,Ideal,I,SI1,62.0,53.5,456,4.46,4.5,2.78
783,0.3,Good,G,VS2,63.5,58.0,456,4.24,4.29,2.71
784,0.25,Very Good,G,VVS1,59.4,63.0,457,4.07,4.11,2.43
785,0.34,Very Good,I,VS2,61.6,56.0,457,4.47,4.51,2.76
786,0.3,Very Good,H,VS2,62.6,57.0,457,4.25,4.28,2.67
787,0.3,Ideal,H,VS2,62.1,55.0,457,4.3,4.33,2.68
788,0.3,Ideal,H,VS2,62.0,57.0,457,4.27,4.31,2.66
789,0.3,Ideal,I,VS1,62.3,55.0,457,4.3,4.34,2.69
790,0.3,Ideal,I,VS1,62.5,54.0,457,4.3,4.34,2.7
791,0.3,Ideal,I,VS1,62.0,57.0,457,4.26,4.29,2.65
792,0.31,Ideal,H,SI1,61.5,56.5,457,4.34,4.36,2.67
793,0.31,Good,I,VS1,63.9,55.0,457,4.28,4.3,2.74
794,0.31,Very Good,H,VS2,58.9,61.0,457,4.43,4.46,2.62
795,0.23,Very Good,E,VVS2,61.4,55.0,458,3.92,3.99,2.43
796,0.23,Very Good,D,VVS2,62.4,53.0,458,3.94,3.95,2.46
797,0.23,Very Good,D,VVS1,59.7,58.0,458,3.97,4.04,2.39
798,0.28,Very Good,D,VS1,60.5,58.0,458,4.23,4.26,2.57
799,0.23,Good,F,VVS1,58.1,52.0,458,4.03,4.1,2.36
800,0.23,Good,E,VVS1,60.6,65.0,458,3.95,3.97,2.4
801,0.28,Good,E,VS1,63.1,55.0,458,4.15,4.18,2.63
802,0.31,Very Good,F,SI1,58.8,59.0,459,4.44,4.5,2.63
803,0.27,Ideal,I,VVS2,62.1,55.0,459,4.17,4.2,2.6
804,0.36,Ideal,J,VS2,61.5,55.0,459,4.6,4.63,2.84
805,0.27,Ideal,G,VS2,61.4,55.0,459,4.19,4.21,2.58
806,0.25,Ideal,G,VS2,61.4,57.0,459,4.08,4.1,2.51
807,0.25,Ideal,G,VS2,61.8,58.0,459,4.04,4.08,2.51
808,0.32,Ideal,G,SI2,61.6,56.0,459,4.4,4.43,2.72
809,0.34,Very Good,I,SI1,60.4,56.0,459,4.54,4.56,2.75
810,0.34,Ideal,I,SI1,61.9,57.0,459,4.49,4.52,2.79
811,0.34,Ideal,I,SI1,60.2,57.0,459,4.5,4.54,2.72
812,0.34,Very Good,I,SI1,62.8,57.0,459,4.43,4.45,2.79
813,0.34,Premium,I,SI1,60.0,58.0,459,4.51,4.55,2.72
814,0.34,Ideal,I,SI1,62.3,55.0,459,4.42,4.47,2.77
815,0.34,Ideal,I,SI1,62.4,56.0,459,4.45,4.49,2.79
816,0.34,Very Good,I,SI1,61.7,56.0,459,4.51,4.54,2.79
817,0.34,Ideal,I,SI1,61.9,57.0,459,4.44,4.48,2.76
818,0.35,Very Good,F,SI2,62.8,55.0,460,4.48,4.53,2.83
819,0.35,Premium,J,VS1,62.2,58.0,460,4.49,4.54,2.81
820,0.23,Very Good,F,VS1,62.1,58.0,373,3.91,3.95,2.44
821,0.23,Very Good,D,VS1,59.0,61.0,373,4.04,4.06,2.39
822,0.3,Ideal,J,VS1,62.6,53.0,373,4.28,4.32,2.69
823,0.24,Good,F,VS1,60.8,64.0,373,3.96,4.0,2.42
824,0.26,Good,F,VS1,62.5,56.0,373,4.06,4.1,2.55
825,0.24,Good,F,VS1,58.3,61.0,373,4.09,4.14,2.4
826,0.23,Good,E,VS1,64.3,59.0,373,3.84,3.87,2.48
827,0.28,Good,E,SI1,62.6,60.0,373,4.12,4.15,2.59
828,0.32,Good,J,SI1,63.2,56.0,374,4.31,4.36,2.74
829,0.32,Good,I,SI2,63.4,56.0,374,4.34,4.37,2.76
830,0.32,Very Good,J,SI1,61.6,58.0,374,4.36,4.4,2.7
831,0.32,Very Good,J,SI1,63.0,58.0,374,4.32,4.35,2.73
832,0.32,Good,I,SI2,63.1,58.0,374,4.34,4.41,2.76
833,0.23,Ideal,G,SI1,61.2,56.0,375,3.97,4.0,2.44
834,0.28,Good,J,VVS2,58.4,60.0,375,4.27,4.33,2.51
835,0.28,Very Good,H,VS2,61.4,57.0,376,4.21,4.23,2.59
836,0.23,Good,F,VS1,63.2,58.0,376,3.86,3.89,2.45
837,0.26,Ideal,G,SI1,61.8,55.0,377,4.08,4.11,2.53
838,0.27,Good,E,VS1,57.5,63.0,377,4.24,4.28,2.45
839,0.31,Good,I,SI1,64.3,55.0,377,4.27,4.29,2.75
840,0.23,Very Good,H,VVS2,62.0,55.0,378,3.93,3.95,2.44
841,0.24,Very Good,E,VS1,60.1,57.0,378,4.08,4.1,2.46
842,0.23,Very Good,E,VS1,59.6,65.0,378,3.95,3.97,2.36
843,0.23,Very Good,E,VS1,60.4,62.0,378,3.93,3.99,2.39
844,0.24,Good,E,VS2,63.0,59.0,378,3.96,4.01,2.51
845,0.3,Good,H,SI2,63.9,57.0,378,4.24,4.27,2.72
846,0.3,Good,H,SI2,63.2,55.0,378,4.26,4.29,2.7
847,0.3,Premium,H,SI2,61.9,60.0,378,4.27,4.29,2.65
848,0.28,Very Good,I,VS2,61.9,57.0,379,4.16,4.19,2.58
849,0.31,Ideal,I,SI2,61.0,56.0,379,4.39,4.43,2.69
850,0.31,Ideal,J,SI1,62.4,53.0,379,4.38,4.4,2.74
851,0.31,Very Good,J,VS2,62.3,60.0,380,4.29,4.34,2.69
852,0.31,Premium,J,VS2,62.5,60.0,380,4.31,4.36,2.71
853,0.31,Very Good,J,VS2,62.7,58.0,380,4.3,4.34,2.71
854,0.31,Premium,J,VS2,62.4,60.0,380,4.29,4.33,2.69
855,0.26,Very Good,F,VS2,62.5,55.0,381,4.05,4.08,2.54
856,0.28,Very Good,G,SI1,62.0,55.0,382,4.2,4.25,2.62
857,0.3,Very Good,I,SI1,62.5,57.0,382,4.27,4.3,2.68
858,0.3,Ideal,G,SI2,61.7,57.0,382,4.26,4.3,2.64
859,0.3,Ideal,G,SI2,62.5,56.0,382,4.28,4.3,2.68
860,0.3,Ideal,I,SI1,61.8,57.0,382,4.3,4.34,2.67
861,0.26,Premium,H,VS1,62.3,59.0,382,4.06,4.1,2.54
862,0.26,Premium,G,VS1,61.3,60.0,382,4.07,4.12,2.51
863,0.31,Very Good,I,SI2,60.6,61.0,383,4.4,4.45,2.68
864,0.27,Ideal,H,SI1,61.3,55.0,383,4.17,4.21,2.57
865,0.24,Good,F,VS1,60.2,65.0,383,3.97,4.0,2.4
866,0.29,Very Good,I,VS2,62.4,55.0,384,4.25,4.27,2.66
867,0.26,Very Good,E,SI1,62.0,54.0,384,4.08,4.11,2.54
868,0.3,Ideal,J,VS2,62.1,56.0,384,4.29,4.34,2.68
869,0.3,Ideal,J,VS2,61.6,56.0,384,4.31,4.33,2.66
870,0.23,Ideal,G,VS1,61.6,55.0,384,3.96,3.99,2.45
871,0.32,Ideal,J,SI1,61.8,54.9,384,4.39,4.42,2.72
872,0.26,Ideal,I,VS2,62.0,56.0,385,4.13,4.09,2.55
873,0.21,Very Good,E,VS2,63.2,54.0,386,3.82,3.78,2.4
874,0.21,Premium,E,VS2,60.5,59.0,386,3.87,3.83,2.33
875,0.21,Premium,E,VS2,59.6,56.0,386,3.93,3.89,2.33
876,0.21,Premium,D,VS2,61.6,59.0,386,3.82,3.78,2.34
877,0.21,Premium,D,VS2,60.6,60.0,386,3.85,3.81,2.32
878,0.21,Premium,D,VS2,59.1,62.0,386,3.89,3.86,2.29
879,0.21,Premium,D,VS2,58.3,59.0,386,3.96,3.93,2.3
880,0.25,Very Good,D,VS1,62.6,58.0,388,4.05,4.07,2.54
881,0.25,Very Good,D,VS1,60.8,60.0,388,4.07,4.09,2.48
882,0.25,Very Good,D,VS1,60.0,63.0,388,4.05,4.08,2.44
883,0.32,Very Good,G,SI2,60.7,61.0,388,4.42,4.47,2.7
884,0.32,Very Good,I,SI1,62.4,58.0,388,4.42,4.46,2.77
885,0.3,Very Good,H,SI1,62.4,58.0,389,4.23,4.29,2.66
886,0.3,Ideal,I,VS2,62.1,58.0,389,4.27,4.29,2.66
887,0.3,Ideal,H,SI1,61.9,54.0,389,4.33,4.36,2.69
888,0.23,Very Good,H,VVS2,59.2,61.0,389,4.0,4.04,2.38
889,0.32,Very Good,J,SI1,62.3,57.0,389,4.33,4.44,2.73
890,0.31,Premium,H,SI2,59.5,59.0,390,4.39,4.45,2.63
891,0.23,Very Good,G,VS1,62.2,55.0,391,3.93,3.95,2.45
892,0.24,Very Good,G,VS1,61.2,56.0,391,4.0,4.03,2.46
893,0.24,Very Good,G,VS1,62.4,56.0,391,3.99,4.03,2.5
894,0.23,Very Good,E,VS1,62.8,55.0,391,3.88,3.9,2.44
895,0.24,Ideal,H,VS2,61.1,56.0,391,3.99,4.03,2.45
896,0.32,Ideal,I,SI2,61.9,56.0,391,4.38,4.41,2.72
897,0.32,Ideal,I,SI2,61.0,56.0,391,4.43,4.45,2.71
898,0.31,Ideal,G,SI2,62.0,55.0,391,4.34,4.37,2.7
899,0.3,Good,I,SI1,64.1,57.0,391,4.25,4.3,2.74
900,0.24,Very Good,F,VS1,62.9,59.0,393,3.95,3.97,2.49
901,0.24,Very Good,F,VS1,59.3,57.0,393,4.07,4.12,2.43
902,0.27,Ideal,H,SI1,61.6,57.0,393,4.13,4.15,2.55
903,0.3,Very Good,H,SI1,58.7,63.0,393,4.32,4.37,2.55
904,0.32,Ideal,J,VS2,62.2,57.0,393,4.36,4.38,2.72
905,0.32,Very Good,J,VS2,60.0,61.0,393,4.45,4.49,2.68
906,0.3,Very Good,E,SI2,58.8,60.0,393,4.39,4.42,2.59
907,0.32,Premium,J,VS2,61.9,58.0,393,4.35,4.38,2.7
908,0.32,Premium,J,VS2,61.9,59.0,393,4.35,4.38,2.7
909,0.32,Good,H,SI2,63.2,55.0,393,4.34,4.36,2.75
910,0.32,Very Good,H,SI2,60.4,59.0,393,4.39,4.42,2.66
911,0.32,Ideal,J,VS2,62.1,54.0,393,4.38,4.44,2.74
912,0.32,Very Good,J,VS2,62.9,56.0,393,4.37,4.4,2.76
913,0.28,Very Good,H,VS2,59.7,60.0,394,4.25,4.29,2.55
914,0.26,Ideal,G,SI1,62.2,54.0,394,4.11,4.12,2.56
915,0.26,Ideal,G,SI1,62.0,55.0,394,4.08,4.11,2.54
916,0.26,Ideal,G,SI1,62.0,54.0,394,4.08,4.11,2.54
917,0.28,Good,G,VS2,61.8,61.0,394,4.2,4.21,2.6
918,0.31,Premium,F,I1,62.9,59.0,394,4.33,4.29,2.71
919,0.21,Premium,E,SI2,61.9,56.0,394,3.84,3.82,2.37
920,0.3,Very Good,J,VS1,62.7,59.0,394,4.24,4.28,2.67
921,0.3,Premium,J,VS1,62.6,58.0,394,4.28,4.31,2.69
922,0.3,Very Good,F,SI2,62.3,58.0,394,4.28,4.32,2.68
923,0.3,Very Good,F,SI2,62.2,58.0,394,4.22,4.33,2.66
924,0.3,Ideal,I,SI1,61.3,56.0,394,4.32,4.33,2.65
925,0.3,Good,J,VS1,63.4,57.0,394,4.23,4.26,2.69
926,0.3,Ideal,I,SI1,62.3,56.0,394,4.32,4.35,2.7
927,0.3,Good,F,SI2,63.3,55.0,394,4.29,4.33,2.73
928,0.3,Premium,I,SI1,60.9,59.0,394,4.34,4.36,2.65
929,0.3,Ideal,J,VS1,59.7,57.0,394,4.37,4.4,2.62
930,0.3,Good,G,SI2,63.7,54.0,394,4.23,4.25,2.7
931,0.3,Good,G,SI2,63.3,57.0,394,4.25,4.28,2.7
932,0.3,Good,I,SI1,63.5,57.0,394,4.24,4.26,2.7
933,0.3,Good,I,SI1,63.8,57.0,394,4.19,4.27,2.7
934,0.3,Premium,J,VS1,62.6,60.0,394,4.22,4.28,2.66
935,0.3,Good,J,VS1,63.4,55.0,394,4.25,4.3,2.71
936,0.3,Very Good,I,SI1,61.6,62.0,394,4.27,4.3,2.64
937,0.3,Very Good,G,SI2,58.1,61.0,394,4.41,4.47,2.58
938,0.3,Very Good,F,SI2,61.7,62.0,394,4.25,4.27,2.63
939,0.3,Premium,F,SI2,61.3,58.0,394,4.28,4.33,2.64
940,0.3,Very Good,I,SI1,61.9,61.0,394,4.27,4.29,2.65
941,0.3,Very Good,J,VS1,61.9,56.0,394,4.28,4.32,2.66
942,0.3,Good,I,SI1,63.3,59.0,394,4.22,4.25,2.68
943,0.3,Very Good,I,SI1,61.6,59.0,394,4.29,4.34,2.66
944,0.3,Premium,G,SI2,62.5,59.0,394,4.27,4.31,2.68
945,0.3,Good,I,SI1,63.4,57.0,394,4.23,4.25,2.69
946,0.3,Very Good,J,VS1,62.4,58.0,394,4.26,4.3,2.67
947,0.3,Very Good,F,SI2,62.6,61.0,394,4.2,4.24,2.64
948,0.3,Very Good,J,VS1,63.0,59.0,394,4.24,4.27,2.68
949,0.3,Good,J,VS1,63.5,58.0,394,4.24,4.27,2.7
950,0.3,Good,F,SI2,63.5,57.0,394,4.22,4.25,2.69
951,0.3,Good,J,VS1,63.3,60.0,394,4.22,4.25,2.68
952,0.3,Premium,G,SI2,62.3,59.0,394,4.25,4.29,2.66
953,0.3,Premium,J,VS1,62.6,58.0,394,4.27,4.32,2.69
954,0.3,Good,I,SI1,63.3,59.0,394,4.23,4.3,2.7
955,0.3,Good,F,SI2,63.4,56.0,394,4.26,4.29,2.71
956,0.3,Good,J,VS1,63.4,57.0,394,4.23,4.26,2.69
957,0.3,Very Good,I,SI1,62.2,57.0,394,4.25,4.27,2.65
958,0.3,Very Good,I,SI1,61.4,58.0,394,4.3,4.33,2.65
959,0.3,Very Good,I,SI1,60.5,62.0,394,4.33,4.37,2.63
960,0.3,Very Good,J,VS1,61.2,61.0,394,4.3,4.33,2.64
961,0.31,Ideal,I,SI1,61.3,55.0,395,4.39,4.42,2.7
962,0.25,Ideal,G,SI1,62.6,53.0,395,4.04,4.07,2.54
963,0.23,Good,G,VVS1,56.2,60.0,395,4.14,4.19,2.34
964,0.31,Ideal,J,VS2,62.2,55.0,396,4.32,4.36,2.7
965,0.31,Ideal,J,VS2,62.3,54.0,396,4.35,4.38,2.72
966,0.26,Very Good,G,VS2,62.4,57.0,397,4.09,4.12,2.56
967,0.24,Very Good,I,VS1,61.8,56.0,397,3.98,4.01,2.46
968,0.26,Ideal,G,VS2,62.3,54.0,397,4.09,4.1,2.55
969,0.26,Ideal,H,SI1,62.2,54.0,397,4.1,4.13,2.56
970,0.27,Ideal,H,VS2,60.5,57.0,397,4.17,4.19,2.53
971,0.27,Premium,G,VS2,62.4,59.0,397,4.11,4.13,2.57
972,0.26,Very Good,H,VS1,62.0,56.0,399,4.08,4.11,2.54
973,0.25,Very Good,D,VS2,61.1,60.0,399,4.07,4.11,2.5
974,0.27,Very Good,G,VS1,58.8,57.0,399,4.25,4.36,2.53
975,0.24,Good,F,VS1,62.5,60.0,399,3.96,3.98,2.48
976,0.25,Good,D,VS1,57.6,60.0,399,4.15,4.18,2.4
977,0.31,Ideal,J,VS2,61.8,54.1,400,4.35,4.38,2.7
978,0.31,Ideal,J,VS2,62.1,53.6,400,4.36,4.39,2.72
979,0.23,Very Good,E,VS2,62.4,60.0,400,3.9,3.92,2.44
980,0.23,Premium,E,VS1,61.8,60.0,400,3.91,3.95,2.43
981,0.26,Very Good,F,SI1,61.3,55.0,401,4.15,4.21,2.56
982,0.26,Very Good,F,SI1,61.4,56.0,401,4.13,4.16,2.54
983,0.3,Ideal,E,SI2,62.1,54.0,401,4.32,4.35,2.69
984,0.3,Ideal,E,SI2,62.1,55.0,401,4.3,4.33,2.68
985,0.3,Ideal,E,SI2,62.0,54.0,401,4.33,4.35,2.69
986,0.3,Ideal,E,SI2,60.9,59.0,401,4.29,4.32,2.62
987,0.25,Good,H,VVS1,60.6,64.0,401,4.05,4.07,2.46
988,0.23,Very Good,D,VS2,61.6,58.0,402,3.96,3.99,2.45
989,0.23,Very Good,D,VS2,63.1,58.0,402,3.91,3.95,2.48
990,0.23,Very Good,D,VS2,62.9,57.0,402,3.92,3.97,2.48
991,0.23,Very Good,E,VS2,60.8,58.0,402,3.98,4.02,2.43
992,0.23,Very Good,E,VS2,60.5,58.0,402,3.92,3.95,2.38
993,0.23,Very Good,E,VS2,60.8,58.0,402,3.97,4.05,2.44
994,0.23,Very Good,F,VS2,63.4,56.0,402,3.84,3.89,2.45
995,0.23,Very Good,F,VS2,61.0,59.0,402,3.95,3.99,2.42
996,0.23,Very Good,F,VS2,59.1,59.0,402,4.02,4.07,2.39
997,0.23,Very Good,F,VS2,61.6,59.0,402,3.96,4.0,2.45
998,0.23,Very Good,F,VS2,59.4,57.0,402,4.06,4.09,2.42
999,0.23,Very Good,F,VS1,61.9,58.0,402,3.9,4.02,2.45
